"sex" "age" "prov" "n" "E"
"3430" "F" 96 "X17" 5 "168.5"
"3431" "F" 97 "X17" 3 "107.5"
"3432" "F" 98 "X17" 0 "71.5"
"3433" "F" 99 "X17" 0 "45.5"
"3434" "F" 100 "X17" 0 "60.5"
"3536" "F" 0 "X18" 0 "1811.5"
"3537" "F" 1 "X18" 0 "1819.5"
"3538" "F" 2 "X18" 0 "1753.5"
"3539" "F" 3 "X18" 0 "1713"
"3540" "F" 4 "X18" 1 "1714"
"3541" "F" 5 "X18" 0 "1723.5"
"3542" "F" 6 "X18" 0 "1763.5"
"3543" "F" 7 "X18" 0 "1786.5"
"3544" "F" 8 "X18" 0 "1800.5"
"3545" "F" 9 "X18" 0 "1783.5"
"3546" "F" 10 "X18" 0 "1753"
"3547" "F" 11 "X18" 0 "1736"
"3548" "F" 12 "X18" 0 "1702"
"3549" "F" 13 "X18" 0 "1780.5"
"3550" "F" 14 "X18" 0 "1847"
"3551" "F" 15 "X18" 1 "1869"
"3552" "F" 16 "X18" 0 "1879.5"
"3553" "F" 17 "X18" 0 "1914"
"3554" "F" 18 "X18" 0 "2006"
"3555" "F" 19 "X18" 0 "2148"
"3556" "F" 20 "X18" 0 "2323.5"
"3557" "F" 21 "X18" 0 "2500.5"
"3558" "F" 22 "X18" 0 "2718"
"3559" "F" 23 "X18" 0 "2959"
"3560" "F" 24 "X18" 0 "3150.5"
"3561" "F" 25 "X18" 1 "3319.5"
"3562" "F" 26 "X18" 1 "3376"
"3563" "F" 27 "X18" 0 "3460"
"3564" "F" 28 "X18" 0 "3532"
"3565" "F" 29 "X18" 0 "3688"
"3566" "F" 30 "X18" 0 "3781.5"
"3567" "F" 31 "X18" 2 "3801"
"3568" "F" 32 "X18" 3 "3965.5"
"3569" "F" 33 "X18" 0 "3978"
"3570" "F" 34 "X18" 2 "4001"
"3571" "F" 35 "X18" 0 "4018"
"3572" "F" 36 "X18" 1 "3873"
"3573" "F" 37 "X18" 1 "3777.5"
"3574" "F" 38 "X18" 2 "3673.5"
"3575" "F" 39 "X18" 2 "3553"
"3576" "F" 40 "X18" 0 "3441.5"
"3577" "F" 41 "X18" 2 "3414.5"
"3578" "F" 42 "X18" 3 "3399.5"
"3579" "F" 43 "X18" 1 "3337"
"3580" "F" 44 "X18" 2 "3308.5"
"3581" "F" 45 "X18" 2 "3204.5"
"3582" "F" 46 "X18" 4 "3162.5"
"3583" "F" 47 "X18" 4 "3220.5"
"3584" "F" 48 "X18" 1 "3380.5"
"3585" "F" 49 "X18" 2 "3466"
"3586" "F" 50 "X18" 4 "3555.5"
"3587" "F" 51 "X18" 6 "3603.5"
"3588" "F" 52 "X18" 6 "3550"
"3589" "F" 53 "X18" 4 "3078"
"3590" "F" 54 "X18" 4 "2747"
"3591" "F" 55 "X18" 5 "2954"
"3592" "F" 56 "X18" 6 "3045.5"
"3593" "F" 57 "X18" 8 "3182.5"
"3594" "F" 58 "X18" 7 "3501"
"3595" "F" 59 "X18" 10 "3719"
"3596" "F" 60 "X18" 7 "3721"
"3597" "F" 61 "X18" 12 "3571"
"3598" "F" 62 "X18" 10 "3427.5"
"3599" "F" 63 "X18" 9 "3480.5"
"3600" "F" 64 "X18" 6 "3533"
"3601" "F" 65 "X18" 19 "3591.5"
"3602" "F" 66 "X18" 10 "3567.5"
"3603" "F" 67 "X18" 24 "3556"
"3604" "F" 68 "X18" 20 "3632.5"
"3605" "F" 69 "X18" 20 "3542.5"
"3606" "F" 70 "X18" 19 "3382.5"
"3607" "F" 71 "X18" 19 "3364"
"3608" "F" 72 "X18" 21 "3312.5"
"3609" "F" 73 "X18" 20 "3249"
"3610" "F" 74 "X18" 21 "3156"
"3611" "F" 75 "X18" 29 "3052"
"3612" "F" 76 "X18" 30 "3053.5"
"3613" "F" 77 "X18" 23 "2966"
"3614" "F" 78 "X18" 17 "2801"
"3615" "F" 79 "X18" 28 "2110.5"
"3616" "F" 80 "X18" 11 "1331.5"
"3617" "F" 81 "X18" 19 "1128.5"
"3618" "F" 82 "X18" 18 "1340.5"
"3619" "F" 83 "X18" 28 "1762.5"
"3620" "F" 84 "X18" 29 "1935"
"3621" "F" 85 "X18" 35 "1805"
"3622" "F" 86 "X18" 28 "1606"
"3623" "F" 87 "X18" 26 "1461.5"
"3624" "F" 88 "X18" 25 "1260"
"3625" "F" 89 "X18" 18 "1080.5"
"3626" "F" 90 "X18" 15 "879.5"
"3627" "F" 91 "X18" 21 "647.5"
"3628" "F" 92 "X18" 11 "498.5"
"3629" "F" 93 "X18" 9 "369"
"3630" "F" 94 "X18" 10 "261.5"
"3631" "F" 95 "X18" 2 "197"
"3632" "F" 96 "X18" 3 "129"
"3633" "F" 97 "X18" 2 "85"
"3634" "F" 98 "X18" 0 "56.5"
"3635" "F" 99 "X18" 0 "35.5"
"3636" "F" 100 "X18" 0 "49"
"3738" "F" 0 "X19" 0 "1336"
"3739" "F" 1 "X19" 0 "1329.5"
"3740" "F" 2 "X19" 0 "1285"
"3741" "F" 3 "X19" 0 "1308"
"3742" "F" 4 "X19" 0 "1303"
"3743" "F" 5 "X19" 0 "1287"
"3744" "F" 6 "X19" 0 "1304.5"
"3745" "F" 7 "X19" 0 "1309.5"
"3746" "F" 8 "X19" 0 "1321"
"3747" "F" 9 "X19" 0 "1332"
"3748" "F" 10 "X19" 0 "1302"
"3749" "F" 11 "X19" 0 "1276"
"3750" "F" 12 "X19" 0 "1276.5"
"3751" "F" 13 "X19" 0 "1333.5"
"3752" "F" 14 "X19" 0 "1391"
"3753" "F" 15 "X19" 0 "1402.5"
"3754" "F" 16 "X19" 0 "1472"
"3755" "F" 17 "X19" 0 "1519"
"3756" "F" 18 "X19" 0 "1557.5"
"3757" "F" 19 "X19" 0 "1642.5"
"3758" "F" 20 "X19" 0 "1747"
"3759" "F" 21 "X19" 0 "1851.5"
"3760" "F" 22 "X19" 0 "2033.5"
"3761" "F" 23 "X19" 0 "2156.5"
"3762" "F" 24 "X19" 1 "2200.5"
"3763" "F" 25 "X19" 0 "2299.5"
"3764" "F" 26 "X19" 1 "2337"
"3765" "F" 27 "X19" 1 "2366.5"
"3766" "F" 28 "X19" 0 "2409"
"3767" "F" 29 "X19" 0 "2493"
"3768" "F" 30 "X19" 0 "2552.5"
"3769" "F" 31 "X19" 0 "2535.5"
"3770" "F" 32 "X19" 0 "2611"
"3771" "F" 33 "X19" 0 "2711"
"3772" "F" 34 "X19" 1 "2718.5"
"3773" "F" 35 "X19" 0 "2681.5"
"3774" "F" 36 "X19" 0 "2605"
"3775" "F" 37 "X19" 0 "2507"
"3776" "F" 38 "X19" 1 "2503.5"
"3777" "F" 39 "X19" 1 "2465"
"3778" "F" 40 "X19" 2 "2388"
"3779" "F" 41 "X19" 2 "2331.5"
"3780" "F" 42 "X19" 2 "2263"
"3781" "F" 43 "X19" 1 "2319"
"3782" "F" 44 "X19" 1 "2296"
"3783" "F" 45 "X19" 1 "2208"
"3784" "F" 46 "X19" 4 "2215"
"3785" "F" 47 "X19" 4 "2217.5"
"3786" "F" 48 "X19" 4 "2260"
"3787" "F" 49 "X19" 1 "2378.5"
"3788" "F" 50 "X19" 4 "2492"
"3789" "F" 51 "X19" 2 "2470"
"3790" "F" 52 "X19" 3 "2434.5"
"3791" "F" 53 "X19" 3 "2080.5"
"3792" "F" 54 "X19" 2 "1826"
"3793" "F" 55 "X19" 5 "1950"
"3794" "F" 56 "X19" 0 "2022.5"
"3795" "F" 57 "X19" 8 "2149"
"3796" "F" 58 "X19" 9 "2321.5"
"3797" "F" 59 "X19" 6 "2415.5"
"3798" "F" 60 "X19" 7 "2412.5"
"3799" "F" 61 "X19" 8 "2297.5"
"3800" "F" 62 "X19" 6 "2164"
"3801" "F" 63 "X19" 8 "2200.5"
"3802" "F" 64 "X19" 10 "2204.5"
"3803" "F" 65 "X19" 7 "2152"
"3804" "F" 66 "X19" 12 "2122.5"
"3805" "F" 67 "X19" 10 "2168.5"
"3806" "F" 68 "X19" 9 "2233"
"3807" "F" 69 "X19" 11 "2209"
"3808" "F" 70 "X19" 9 "2156.5"
"3809" "F" 71 "X19" 8 "2143"
"3810" "F" 72 "X19" 17 "2105"
"3811" "F" 73 "X19" 20 "2110"
"3812" "F" 74 "X19" 16 "2129.5"
"3813" "F" 75 "X19" 16 "2033"
"3814" "F" 76 "X19" 18 "1968"
"3815" "F" 77 "X19" 22 "1918.5"
"3816" "F" 78 "X19" 13 "1850.5"
"3817" "F" 79 "X19" 17 "1417"
"3818" "F" 80 "X19" 11 "798.5"
"3819" "F" 81 "X19" 4 "648.5"
"3820" "F" 82 "X19" 15 "827.5"
"3821" "F" 83 "X19" 11 "1038"
"3822" "F" 84 "X19" 15 "1097.5"
"3823" "F" 85 "X19" 14 "1035"
"3824" "F" 86 "X19" 12 "902"
"3825" "F" 87 "X19" 12 "784.5"
"3826" "F" 88 "X19" 13 "660.5"
"3827" "F" 89 "X19" 12 "521.5"
"3828" "F" 90 "X19" 11 "411"
"3829" "F" 91 "X19" 11 "334"
"3830" "F" 92 "X19" 6 "275"
"3831" "F" 93 "X19" 7 "185"
"3832" "F" 94 "X19" 4 "127.5"
"3833" "F" 95 "X19" 2 "96.5"
"3834" "F" 96 "X19" 0 "64.5"
"3835" "F" 97 "X19" 1 "44"
"3836" "F" 98 "X19" 0 "24.5"
"3837" "F" 99 "X19" 0 "18.5"
"3838" "F" 100 "X19" 0 "21.5"
"3940" "F" 0 "X20" 0 "1475"
"3941" "F" 1 "X20" 0 "1398"
"3942" "F" 2 "X20" 0 "1387"
"3943" "F" 3 "X20" 0 "1389.5"
"3944" "F" 4 "X20" 0 "1375.5"
"3945" "F" 5 "X20" 0 "1407"
"3946" "F" 6 "X20" 0 "1424"
"3947" "F" 7 "X20" 1 "1373"
"3948" "F" 8 "X20" 0 "1377.5"
"3949" "F" 9 "X20" 0 "1406.5"
"3950" "F" 10 "X20" 0 "1404"
"3951" "F" 11 "X20" 0 "1389.5"
"3952" "F" 12 "X20" 0 "1371"
"3953" "F" 13 "X20" 0 "1431.5"
"3954" "F" 14 "X20" 0 "1474.5"
"3955" "F" 15 "X20" 0 "1471.5"
"3956" "F" 16 "X20" 0 "1483"
"3957" "F" 17 "X20" 0 "1590.5"
"3958" "F" 18 "X20" 0 "1740"
"3959" "F" 19 "X20" 0 "1819.5"
"3960" "F" 20 "X20" 0 "1934"
"3961" "F" 21 "X20" 0 "2151.5"
"3962" "F" 22 "X20" 0 "2308.5"
"3963" "F" 23 "X20" 0 "2490.5"
"3964" "F" 24 "X20" 0 "2669.5"
"3965" "F" 25 "X20" 0 "2752.5"
"3966" "F" 26 "X20" 0 "2812.5"
"3967" "F" 27 "X20" 0 "2867.5"
"3968" "F" 28 "X20" 0 "2857.5"
"3969" "F" 29 "X20" 0 "2852.5"
"3970" "F" 30 "X20" 1 "2926.5"
"3971" "F" 31 "X20" 0 "2925.5"
"3972" "F" 32 "X20" 0 "2925"
"3973" "F" 33 "X20" 1 "2983.5"
"3974" "F" 34 "X20" 2 "3008"
"3975" "F" 35 "X20" 0 "2973"
"3976" "F" 36 "X20" 0 "2891.5"
"3977" "F" 37 "X20" 0 "2883.5"
"3978" "F" 38 "X20" 0 "2835"
"3979" "F" 39 "X20" 2 "2701.5"
"3980" "F" 40 "X20" 0 "2598.5"
"3981" "F" 41 "X20" 2 "2538"
"3982" "F" 42 "X20" 2 "2499"
"3983" "F" 43 "X20" 1 "2512"
"3984" "F" 44 "X20" 3 "2546"
"3985" "F" 45 "X20" 1 "2469"
"3986" "F" 46 "X20" 1 "2454"
"3987" "F" 47 "X20" 3 "2473"
"3988" "F" 48 "X20" 2 "2512.5"
"3989" "F" 49 "X20" 0 "2588"
"3990" "F" 50 "X20" 2 "2676.5"
"3991" "F" 51 "X20" 2 "2819"
"3992" "F" 52 "X20" 2 "2861"
"3993" "F" 53 "X20" 7 "2378.5"
"3994" "F" 54 "X20" 4 "2067"
"3995" "F" 55 "X20" 6 "2258.5"
"3996" "F" 56 "X20" 7 "2294"
"3997" "F" 57 "X20" 5 "2339.5"
"3998" "F" 58 "X20" 3 "2500.5"
"3999" "F" 59 "X20" 6 "2611"
"4000" "F" 60 "X20" 3 "2647"
"4001" "F" 61 "X20" 9 "2547"
"4002" "F" 62 "X20" 5 "2337"
"4003" "F" 63 "X20" 11 "2397"
"4004" "F" 64 "X20" 9 "2496"
"4005" "F" 65 "X20" 12 "2392"
"4006" "F" 66 "X20" 10 "2347"
"4007" "F" 67 "X20" 11 "2409.5"
"4008" "F" 68 "X20" 7 "2483"
"4009" "F" 69 "X20" 6 "2374"
"4010" "F" 70 "X20" 8 "2298"
"4011" "F" 71 "X20" 12 "2368"
"4012" "F" 72 "X20" 13 "2392.5"
"4013" "F" 73 "X20" 14 "2378.5"
"4014" "F" 74 "X20" 18 "2334"
"4015" "F" 75 "X20" 22 "2309.5"
"4016" "F" 76 "X20" 22 "2308.5"
"4017" "F" 77 "X20" 10 "2244"
"4018" "F" 78 "X20" 14 "2197"
"4019" "F" 79 "X20" 17 "1751.5"
"4020" "F" 80 "X20" 12 "1075"
"4021" "F" 81 "X20" 6 "833"
"4022" "F" 82 "X20" 14 "976.5"
"4023" "F" 83 "X20" 12 "1291"
"4024" "F" 84 "X20" 19 "1386.5"
"4025" "F" 85 "X20" 13 "1260.5"
"4026" "F" 86 "X20" 14 "1168.5"
"4027" "F" 87 "X20" 23 "1075.5"
"4028" "F" 88 "X20" 13 "888.5"
"4029" "F" 89 "X20" 18 "685.5"
"4030" "F" 90 "X20" 5 "557.5"
"4031" "F" 91 "X20" 8 "438.5"
"4032" "F" 92 "X20" 6 "324"
"4033" "F" 93 "X20" 3 "230"
"4034" "F" 94 "X20" 5 "169.5"
"4035" "F" 95 "X20" 1 "122"
"4036" "F" 96 "X20" 4 "92"
"4037" "F" 97 "X20" 0 "62"
"4038" "F" 98 "X20" 1 "46.5"
"4039" "F" 99 "X20" 0 "32.5"
"4040" "F" 100 "X20" 0 "38.5"
"4142" "F" 0 "X21" 0 "2703"
"4143" "F" 1 "X21" 0 "2670"
"4144" "F" 2 "X21" 0 "2646"
"4145" "F" 3 "X21" 0 "2555"
"4146" "F" 4 "X21" 0 "2516"
"4147" "F" 5 "X21" 1 "2566"
"4148" "F" 6 "X21" 1 "2577"
"4149" "F" 7 "X21" 0 "2588.5"
"4150" "F" 8 "X21" 0 "2576.5"
"4151" "F" 9 "X21" 0 "2521"
"4152" "F" 10 "X21" 0 "2478.5"
"4153" "F" 11 "X21" 0 "2416.5"
"4154" "F" 12 "X21" 0 "2365"
"4155" "F" 13 "X21" 0 "2395.5"
"4156" "F" 14 "X21" 0 "2392"
"4157" "F" 15 "X21" 1 "2441.5"
"4158" "F" 16 "X21" 0 "2598.5"
"4159" "F" 17 "X21" 0 "2670.5"
"4160" "F" 18 "X21" 0 "2621"
"4161" "F" 19 "X21" 0 "2622.5"
"4162" "F" 20 "X21" 0 "2650"
"4163" "F" 21 "X21" 0 "2692"
"4164" "F" 22 "X21" 0 "2830"
"4165" "F" 23 "X21" 0 "3002"
"4166" "F" 24 "X21" 0 "3228"
"4167" "F" 25 "X21" 0 "3450"
"4168" "F" 26 "X21" 0 "3623.5"
"4169" "F" 27 "X21" 0 "3757"
"4170" "F" 28 "X21" 0 "3827.5"
"4171" "F" 29 "X21" 0 "3914"
"4172" "F" 30 "X21" 0 "4017"
"4173" "F" 31 "X21" 0 "4048"
"4174" "F" 32 "X21" 0 "4026.5"
"4175" "F" 33 "X21" 0 "4044.5"
"4176" "F" 34 "X21" 2 "4065"
"4177" "F" 35 "X21" 0 "3970"
"4178" "F" 36 "X21" 1 "3810"
"4179" "F" 37 "X21" 1 "3724"
"4180" "F" 38 "X21" 1 "3583"
"4181" "F" 39 "X21" 1 "3374"
"4182" "F" 40 "X21" 0 "3182.5"
"4183" "F" 41 "X21" 1 "3136"
"4184" "F" 42 "X21" 2 "3072.5"
"4185" "F" 43 "X21" 2 "2880"
"4186" "F" 44 "X21" 1 "2768.5"
"4187" "F" 45 "X21" 3 "2725"
"4188" "F" 46 "X21" 0 "2728"
"4189" "F" 47 "X21" 0 "2670"
"4190" "F" 48 "X21" 0 "2666.5"
"4191" "F" 49 "X21" 1 "2691.5"
"4192" "F" 50 "X21" 6 "2709.5"
"4193" "F" 51 "X21" 3 "2782.5"
"4194" "F" 52 "X21" 0 "2939.5"
"4195" "F" 53 "X21" 5 "2667"
"4196" "F" 54 "X21" 5 "2475.5"
"4197" "F" 55 "X21" 8 "2779.5"
"4198" "F" 56 "X21" 5 "2907"
"4199" "F" 57 "X21" 8 "2982"
"4200" "F" 58 "X21" 6 "2862"
"4201" "F" 59 "X21" 4 "2728"
"4202" "F" 60 "X21" 10 "2619.5"
"4203" "F" 61 "X21" 3 "2440.5"
"4204" "F" 62 "X21" 5 "2335"
"4205" "F" 63 "X21" 10 "2278.5"
"4206" "F" 64 "X21" 8 "2248"
"4207" "F" 65 "X21" 8 "2231.5"
"4208" "F" 66 "X21" 7 "2238.5"
"4209" "F" 67 "X21" 9 "2264.5"
"4210" "F" 68 "X21" 10 "2273"
"4211" "F" 69 "X21" 13 "2217"
"4212" "F" 70 "X21" 14 "2131"
"4213" "F" 71 "X21" 10 "2104"
"4214" "F" 72 "X21" 14 "2077.5"
"4215" "F" 73 "X21" 13 "2074"
"4216" "F" 74 "X21" 16 "2113.5"
"4217" "F" 75 "X21" 13 "2076.5"
"4218" "F" 76 "X21" 17 "2027"
"4219" "F" 77 "X21" 20 "1971.5"
"4220" "F" 78 "X21" 20 "1804"
"4221" "F" 79 "X21" 14 "1482"
"4222" "F" 80 "X21" 15 "1022"
"4223" "F" 81 "X21" 8 "782.5"
"4224" "F" 82 "X21" 11 "734"
"4225" "F" 83 "X21" 11 "821.5"
"4226" "F" 84 "X21" 27 "1034"
"4227" "F" 85 "X21" 19 "1102.5"
"4228" "F" 86 "X21" 15 "1033"
"4229" "F" 87 "X21" 8 "899"
"4230" "F" 88 "X21" 10 "716"
"4231" "F" 89 "X21" 15 "561.5"
"4232" "F" 90 "X21" 10 "476.5"
"4233" "F" 91 "X21" 6 "399"
"4234" "F" 92 "X21" 5 "290"
"4235" "F" 93 "X21" 4 "199.5"
"4236" "F" 94 "X21" 2 "150"
"4237" "F" 95 "X21" 2 "116.5"
"4238" "F" 96 "X21" 3 "81.5"
"4239" "F" 97 "X21" 2 "42.5"
"4240" "F" 98 "X21" 1 "33.5"
"4241" "F" 99 "X21" 1 "15"
"4242" "F" 100 "X21" 0 "23"
"4344" "F" 0 "X22" 0 "2428.5"
"4345" "F" 1 "X22" 0 "2375"
"4346" "F" 2 "X22" 0 "2355"
"4347" "F" 3 "X22" 0 "2349"
"4348" "F" 4 "X22" 0 "2311.5"
"4349" "F" 5 "X22" 0 "2281"
"4350" "F" 6 "X22" 0 "2308"
"4351" "F" 7 "X22" 0 "2269.5"
"4352" "F" 8 "X22" 0 "2232.5"
"4353" "F" 9 "X22" 0 "2229"
"4354" "F" 10 "X22" 0 "2154.5"
"4355" "F" 11 "X22" 0 "2164"
"4356" "F" 12 "X22" 0 "2166.5"
"4357" "F" 13 "X22" 0 "2123.5"
"4358" "F" 14 "X22" 0 "2118"
"4359" "F" 15 "X22" 0 "2193.5"
"4360" "F" 16 "X22" 0 "2268"
"4361" "F" 17 "X22" 1 "2256"
"4362" "F" 18 "X22" 0 "2294.5"
"4363" "F" 19 "X22" 0 "2353"
"4364" "F" 20 "X22" 0 "2475.5"
"4365" "F" 21 "X22" 0 "2615.5"
"4366" "F" 22 "X22" 0 "2774"
"4367" "F" 23 "X22" 0 "3070"
"4368" "F" 24 "X22" 0 "3280.5"
"4369" "F" 25 "X22" 0 "3352"
"4370" "F" 26 "X22" 0 "3373.5"
"4371" "F" 27 "X22" 0 "3481"
"4372" "F" 28 "X22" 0 "3569"
"4373" "F" 29 "X22" 0 "3625"
"4374" "F" 30 "X22" 0 "3693.5"
"4375" "F" 31 "X22" 0 "3760.5"
"4376" "F" 32 "X22" 0 "3953"
"4377" "F" 33 "X22" 0 "4048.5"
"4378" "F" 34 "X22" 0 "4076"
"4379" "F" 35 "X22" 1 "3976"
"4380" "F" 36 "X22" 0 "3768"
"4381" "F" 37 "X22" 1 "3719.5"
"4382" "F" 38 "X22" 1 "3679"
"4383" "F" 39 "X22" 2 "3555.5"
"4384" "F" 40 "X22" 0 "3421.5"
"4385" "F" 41 "X22" 1 "3337"
"4386" "F" 42 "X22" 1 "3303"
"4387" "F" 43 "X22" 2 "3230"
"4388" "F" 44 "X22" 1 "3175.5"
"4389" "F" 45 "X22" 2 "3107.5"
"4390" "F" 46 "X22" 3 "3067.5"
"4391" "F" 47 "X22" 3 "3050"
"4392" "F" 48 "X22" 2 "3174.5"
"4393" "F" 49 "X22" 2 "3122.5"
"4394" "F" 50 "X22" 4 "3030.5"
"4395" "F" 51 "X22" 3 "3154"
"4396" "F" 52 "X22" 3 "3294"
"4397" "F" 53 "X22" 3 "2886"
"4398" "F" 54 "X22" 4 "2538"
"4399" "F" 55 "X22" 1 "2798"
"4400" "F" 56 "X22" 8 "2880"
"4401" "F" 57 "X22" 8 "2908"
"4402" "F" 58 "X22" 6 "3001.5"
"4403" "F" 59 "X22" 5 "2919"
"4404" "F" 60 "X22" 8 "2794.5"
"4405" "F" 61 "X22" 10 "2700.5"
"4406" "F" 62 "X22" 5 "2588"
"4407" "F" 63 "X22" 7 "2558"
"4408" "F" 64 "X22" 9 "2571.5"
"4409" "F" 65 "X22" 11 "2518"
"4410" "F" 66 "X22" 9 "2471"
"4411" "F" 67 "X22" 11 "2510"
"4412" "F" 68 "X22" 11 "2659"
"4413" "F" 69 "X22" 13 "2665"
"4414" "F" 70 "X22" 16 "2596"
"4415" "F" 71 "X22" 17 "2598.5"
"4416" "F" 72 "X22" 15 "2561"
"4417" "F" 73 "X22" 14 "2527.5"
"4418" "F" 74 "X22" 10 "2561.5"
"4419" "F" 75 "X22" 26 "2662"
"4420" "F" 76 "X22" 17 "2610.5"
"4421" "F" 77 "X22" 27 "2498"
"4422" "F" 78 "X22" 23 "2386"
"4423" "F" 79 "X22" 26 "1871.5"
"4424" "F" 80 "X22" 7 "1131"
"4425" "F" 81 "X22" 6 "742"
"4426" "F" 82 "X22" 4 "721"
"4427" "F" 83 "X22" 11 "923"
"4428" "F" 84 "X22" 23 "1307.5"
"4429" "F" 85 "X22" 18 "1449.5"
"4430" "F" 86 "X22" 22 "1342"
"4431" "F" 87 "X22" 15 "1191.5"
"4432" "F" 88 "X22" 14 "1035"
"4433" "F" 89 "X22" 15 "881"
"4434" "F" 90 "X22" 18 "729"
"4435" "F" 91 "X22" 10 "537.5"
"4436" "F" 92 "X22" 11 "442"
"4437" "F" 93 "X22" 10 "324"
"4438" "F" 94 "X22" 4 "226.5"
"4439" "F" 95 "X22" 4 "166"
"4440" "F" 96 "X22" 2 "124"
"4441" "F" 97 "X22" 1 "85"
"4442" "F" 98 "X22" 1 "57.5"
"4443" "F" 99 "X22" 1 "37.5"
"4444" "F" 100 "X22" 0 "51"
"4546" "F" 0 "X23" 0 "3872.5"
"4547" "F" 1 "X23" 0 "3820.5"
"4548" "F" 2 "X23" 0 "3689.5"
"4549" "F" 3 "X23" 0 "3615"
"4550" "F" 4 "X23" 0 "3655.5"
"4551" "F" 5 "X23" 0 "3614"
"4552" "F" 6 "X23" 0 "3592"
"4553" "F" 7 "X23" 0 "3617"
"4554" "F" 8 "X23" 0 "3639"
"4555" "F" 9 "X23" 0 "3568.5"
"4556" "F" 10 "X23" 0 "3502.5"
"4557" "F" 11 "X23" 0 "3436.5"
"4558" "F" 12 "X23" 0 "3450"
"4559" "F" 13 "X23" 0 "3570.5"
"4560" "F" 14 "X23" 0 "3661"
"4561" "F" 15 "X23" 1 "3727"
"4562" "F" 16 "X23" 2 "3823.5"
"4563" "F" 17 "X23" 0 "4026"
"4564" "F" 18 "X23" 0 "4068.5"
"4565" "F" 19 "X23" 0 "4209.5"
"4566" "F" 20 "X23" 0 "4515"
"4567" "F" 21 "X23" 0 "4736.5"
"4568" "F" 22 "X23" 0 "5024.5"
"4569" "F" 23 "X23" 0 "5398.5"
"4570" "F" 24 "X23" 1 "5866.5"
"4571" "F" 25 "X23" 0 "6105"
"4572" "F" 26 "X23" 0 "6191.5"
"4573" "F" 27 "X23" 0 "6353"
"4574" "F" 28 "X23" 2 "6427"
"4575" "F" 29 "X23" 0 "6590.5"
"4576" "F" 30 "X23" 0 "6643"
"4577" "F" 31 "X23" 1 "6650"
"4578" "F" 32 "X23" 3 "6903"
"4579" "F" 33 "X23" 2 "7105"
"4580" "F" 34 "X23" 1 "7126.5"
"4581" "F" 35 "X23" 0 "6889"
"4582" "F" 36 "X23" 2 "6482.5"
"4583" "F" 37 "X23" 1 "6315"
"4584" "F" 38 "X23" 1 "6148"
"4585" "F" 39 "X23" 3 "5961.5"
"4586" "F" 40 "X23" 2 "5805"
"4587" "F" 41 "X23" 2 "5683"
"4588" "F" 42 "X23" 1 "5666"
"4589" "F" 43 "X23" 2 "5568"
"4590" "F" 44 "X23" 3 "5423.5"
"4591" "F" 45 "X23" 3 "5246"
"4592" "F" 46 "X23" 4 "5161"
"4593" "F" 47 "X23" 3 "5237"
"4594" "F" 48 "X23" 3 "5387.5"
"4595" "F" 49 "X23" 1 "5538"
"4596" "F" 50 "X23" 9 "5668.5"
"4597" "F" 51 "X23" 10 "5792"
"4598" "F" 52 "X23" 12 "6096.5"
"4599" "F" 53 "X23" 7 "5234"
"4600" "F" 54 "X23" 8 "4496.5"
"4601" "F" 55 "X23" 11 "5036.5"
"4602" "F" 56 "X23" 15 "5129.5"
"4603" "F" 57 "X23" 9 "5050"
"4604" "F" 58 "X23" 10 "5155"
"4605" "F" 59 "X23" 14 "5368.5"
"4606" "F" 60 "X23" 10 "5373.5"
"4607" "F" 61 "X23" 16 "5054.5"
"4608" "F" 62 "X23" 14 "4697.5"
"4609" "F" 63 "X23" 19 "4695.5"
"4610" "F" 64 "X23" 14 "4768"
"4611" "F" 65 "X23" 17 "4594"
"4612" "F" 66 "X23" 15 "4546"
"4613" "F" 67 "X23" 22 "4639.5"
"4614" "F" 68 "X23" 22 "4713"
"4615" "F" 69 "X23" 21 "4578"
"4616" "F" 70 "X23" 22 "4385"
"4617" "F" 71 "X23" 27 "4457"
"4618" "F" 72 "X23" 29 "4487"
"4619" "F" 73 "X23" 27 "4398"
"4620" "F" 74 "X23" 38 "4338"
"4621" "F" 75 "X23" 22 "4272.5"
"4622" "F" 76 "X23" 32 "4162"
"4623" "F" 77 "X23" 36 "4079"
"4624" "F" 78 "X23" 38 "3813"
"4625" "F" 79 "X23" 28 "3005"
"4626" "F" 80 "X23" 26 "2063"
"4627" "F" 81 "X23" 14 "1597.5"
"4628" "F" 82 "X23" 26 "1750"
"4629" "F" 83 "X23" 22 "2147"
"4630" "F" 84 "X23" 29 "2357.5"
"4631" "F" 85 "X23" 29 "2250.5"
"4632" "F" 86 "X23" 38 "2025.5"
"4633" "F" 87 "X23" 37 "1806"
"4634" "F" 88 "X23" 26 "1508.5"
"4635" "F" 89 "X23" 21 "1224.5"
"4636" "F" 90 "X23" 20 "972"
"4637" "F" 91 "X23" 15 "774.5"
"4638" "F" 92 "X23" 6 "592"
"4639" "F" 93 "X23" 8 "428"
"4640" "F" 94 "X23" 8 "320.5"
"4641" "F" 95 "X23" 5 "229"
"4642" "F" 96 "X23" 3 "154"
"4643" "F" 97 "X23" 4 "112"
"4644" "F" 98 "X23" 0 "71.5"
"4645" "F" 99 "X23" 1 "47"
"4646" "F" 100 "X23" 0 "72.5"
"4748" "F" 0 "X24" 0 "3926"
"4749" "F" 1 "X24" 0 "3856.5"
